mmsi,vessel_name,vessel_type,timestamp,lon,lat,sog,cog,heading,nav_status,data_source
419000101,PACIFIC PEARL,Tanker,2026-09-06T18:00:00+00:00,72.29,18.865,5.8,65.0,64.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T18:15:00+00:00,72.295,18.87,5.8,65.0,64.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T18:30:00+00:00,72.3,18.875,5.8,65.0,64.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T18:45:00+00:00,72.305,18.88,5.8,65.0,64.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T19:00:00+00:00,72.31,18.885,5.8,65.0,64.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T19:00:00+00:00,72.31,18.885,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T19:15:00+00:00,72.315455,18.888523,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T19:30:00+00:00,72.320909,18.892045,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T19:45:00+00:00,72.326364,18.895568,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T20:00:00+00:00,72.331818,18.899091,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T20:15:00+00:00,72.337273,18.902614,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T20:30:00+00:00,72.342727,18.906136,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T20:45:00+00:00,72.348182,18.909659,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T21:00:00+00:00,72.353636,18.913182,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T21:15:00+00:00,72.359091,18.916705,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T21:30:00+00:00,72.364545,18.920227,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T21:45:00+00:00,72.37,18.92375,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T22:00:00+00:00,72.375455,18.927273,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T22:15:00+00:00,72.380909,18.930795,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T22:30:00+00:00,72.386364,18.934318,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T22:45:00+00:00,72.391818,18.937841,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T23:00:00+00:00,72.397273,18.941364,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T23:15:00+00:00,72.402727,18.944886,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T23:30:00+00:00,72.408182,18.948409,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-06T23:45:00+00:00,72.413636,18.951932,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T00:00:00+00:00,72.419091,18.955455,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T00:15:00+00:00,72.424545,18.958977,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T00:30:00+00:00,72.43,18.9625,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T00:45:00+00:00,72.435455,18.966023,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T01:00:00+00:00,72.440909,18.969545,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T01:15:00+00:00,72.446364,18.973068,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T01:30:00+00:00,72.451818,18.976591,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T01:45:00+00:00,72.457273,18.980114,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T02:00:00+00:00,72.462727,18.983636,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T02:15:00+00:00,72.468182,18.987159,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T02:30:00+00:00,72.473636,18.990682,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T02:45:00+00:00,72.479091,18.994205,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T03:00:00+00:00,72.484545,18.997727,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T03:15:00+00:00,72.49,19.00125,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T03:30:00+00:00,72.495455,19.004773,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T03:45:00+00:00,72.500909,19.008295,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T04:00:00+00:00,72.506364,19.011818,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T04:15:00+00:00,72.511818,19.015341,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T04:30:00+00:00,72.517273,19.018864,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T04:45:00+00:00,72.522727,19.022386,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T05:00:00+00:00,72.528182,19.025909,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T05:15:00+00:00,72.533636,19.029432,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T05:30:00+00:00,72.539091,19.032955,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T05:45:00+00:00,72.544545,19.036477,14.0,63.0,63.0,0,synthetic
419000101,PACIFIC PEARL,Tanker,2026-09-07T06:00:00+00:00,72.55,19.04,14.0,63.0,63.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T12:00:00+00:00,72.15,18.98,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T12:15:00+00:00,72.15625,18.981458,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T12:30:00+00:00,72.1625,18.982917,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T12:45:00+00:00,72.16875,18.984375,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T13:00:00+00:00,72.175,18.985833,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T13:15:00+00:00,72.18125,18.987292,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T13:30:00+00:00,72.1875,18.98875,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T13:45:00+00:00,72.19375,18.990208,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T14:00:00+00:00,72.2,18.991667,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T14:15:00+00:00,72.20625,18.993125,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T14:30:00+00:00,72.2125,18.994583,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T14:45:00+00:00,72.21875,18.996042,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T15:00:00+00:00,72.225,18.9975,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T15:15:00+00:00,72.23125,18.998958,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T15:30:00+00:00,72.2375,19.000417,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T15:45:00+00:00,72.24375,19.001875,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T16:00:00+00:00,72.25,19.003333,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T16:15:00+00:00,72.25625,19.004792,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T16:30:00+00:00,72.2625,19.00625,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T16:45:00+00:00,72.26875,19.007708,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T17:00:00+00:00,72.275,19.009167,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T17:15:00+00:00,72.28125,19.010625,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T17:30:00+00:00,72.2875,19.012083,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T17:45:00+00:00,72.29375,19.013542,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T18:00:00+00:00,72.3,19.015,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T18:15:00+00:00,72.30625,19.016458,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T18:30:00+00:00,72.3125,19.017917,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T18:45:00+00:00,72.31875,19.019375,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T19:00:00+00:00,72.325,19.020833,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T19:15:00+00:00,72.33125,19.022292,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T19:30:00+00:00,72.3375,19.02375,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T19:45:00+00:00,72.34375,19.025208,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T20:00:00+00:00,72.35,19.026667,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T20:15:00+00:00,72.35625,19.028125,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T20:30:00+00:00,72.3625,19.029583,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T20:45:00+00:00,72.36875,19.031042,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T21:00:00+00:00,72.375,19.0325,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T21:15:00+00:00,72.38125,19.033958,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T21:30:00+00:00,72.3875,19.035417,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T21:45:00+00:00,72.39375,19.036875,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T22:00:00+00:00,72.4,19.038333,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T22:15:00+00:00,72.40625,19.039792,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T22:30:00+00:00,72.4125,19.04125,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T22:45:00+00:00,72.41875,19.042708,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T23:00:00+00:00,72.425,19.044167,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T23:15:00+00:00,72.43125,19.045625,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T23:30:00+00:00,72.4375,19.047083,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-06T23:45:00+00:00,72.44375,19.048542,17.2,75.0,75.0,0,synthetic
419000102,MAERSK TAIPEI,Cargo,2026-09-07T00:00:00+00:00,72.45,19.05,17.2,75.0,75.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T18:00:00+00:00,72.5,18.65,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T18:15:00+00:00,72.501042,18.651042,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T18:30:00+00:00,72.502083,18.652083,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T18:45:00+00:00,72.503125,18.653125,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T19:00:00+00:00,72.504167,18.654167,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T19:15:00+00:00,72.505208,18.655208,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T19:30:00+00:00,72.50625,18.65625,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T19:45:00+00:00,72.507292,18.657292,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T20:00:00+00:00,72.508333,18.658333,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T20:15:00+00:00,72.509375,18.659375,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T20:30:00+00:00,72.510417,18.660417,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T20:45:00+00:00,72.511458,18.661458,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T21:00:00+00:00,72.5125,18.6625,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T21:15:00+00:00,72.513542,18.663542,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T21:30:00+00:00,72.514583,18.664583,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T21:45:00+00:00,72.515625,18.665625,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T22:00:00+00:00,72.516667,18.666667,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T22:15:00+00:00,72.517708,18.667708,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T22:30:00+00:00,72.51875,18.66875,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T22:45:00+00:00,72.519792,18.669792,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T23:00:00+00:00,72.520833,18.670833,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T23:15:00+00:00,72.521875,18.671875,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T23:30:00+00:00,72.522917,18.672917,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-06T23:45:00+00:00,72.523958,18.673958,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T00:00:00+00:00,72.525,18.675,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T00:15:00+00:00,72.526042,18.676042,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T00:30:00+00:00,72.527083,18.677083,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T00:45:00+00:00,72.528125,18.678125,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T01:00:00+00:00,72.529167,18.679167,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T01:15:00+00:00,72.530208,18.680208,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T01:30:00+00:00,72.53125,18.68125,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T01:45:00+00:00,72.532292,18.682292,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T02:00:00+00:00,72.533333,18.683333,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T02:15:00+00:00,72.534375,18.684375,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T02:30:00+00:00,72.535417,18.685417,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T02:45:00+00:00,72.536458,18.686458,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T03:00:00+00:00,72.5375,18.6875,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T03:15:00+00:00,72.538542,18.688542,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T03:30:00+00:00,72.539583,18.689583,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T03:45:00+00:00,72.540625,18.690625,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T04:00:00+00:00,72.541667,18.691667,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T04:15:00+00:00,72.542708,18.692708,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T04:30:00+00:00,72.54375,18.69375,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T04:45:00+00:00,72.544792,18.694792,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T05:00:00+00:00,72.545833,18.695833,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T05:15:00+00:00,72.546875,18.696875,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T05:30:00+00:00,72.547917,18.697917,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T05:45:00+00:00,72.548958,18.698958,3.5,45.0,45.0,0,synthetic
419000103,SAGAR JYOTI,Fishing,2026-09-07T06:00:00+00:00,72.55,18.7,3.5,45.0,45.0,0,synthetic
419000104,SEA SHADOW,Tanker,2026-09-06T16:00:00+00:00,72.2,18.8,11.5,55.0,55.0,0,synthetic
419000104,SEA SHADOW,Tanker,2026-09-06T16:15:00+00:00,72.209375,18.8075,11.5,55.0,55.0,0,synthetic
419000104,SEA SHADOW,Tanker,2026-09-06T16:30:00+00:00,72.21875,18.815,11.5,55.0,55.0,0,synthetic
419000104,SEA SHADOW,Tanker,2026-09-06T16:45:00+00:00,72.228125,18.8225,11.5,55.0,55.0,0,synthetic
419000104,SEA SHADOW,Tanker,2026-09-06T19:15:00+00:00,72.321875,18.8975,11.5,55.0,55.0,0,synthetic
419000104,SEA SHADOW,Tanker,2026-09-06T19:30:00+00:00,72.33125,18.905,11.5,55.0,55.0,0,synthetic
419000104,SEA SHADOW,Tanker,2026-09-06T19:45:00+00:00,72.340625,18.9125,11.5,55.0,55.0,0,synthetic
419000104,SEA SHADOW,Tanker,2026-09-06T20:00:00+00:00,72.35,18.92,11.5,55.0,55.0,0,synthetic
419000105,OFFSHORE TENDER 3,Offshore,2026-09-07T06:00:00+00:00,72.15,19.35,0.2,180.0,180.0,5,synthetic
419000105,OFFSHORE TENDER 3,Offshore,2026-09-07T04:00:00+00:00,72.15,19.35,0.2,180.0,180.0,5,synthetic
419000105,OFFSHORE TENDER 3,Offshore,2026-09-07T02:00:00+00:00,72.15,19.35,0.2,180.0,180.0,5,synthetic
419000105,OFFSHORE TENDER 3,Offshore,2026-09-07T00:00:00+00:00,72.15,19.35,0.2,180.0,180.0,5,synthetic
419000105,OFFSHORE TENDER 3,Offshore,2026-09-06T22:00:00+00:00,72.15,19.35,0.2,180.0,180.0,5,synthetic
419000105,OFFSHORE TENDER 3,Offshore,2026-09-06T20:00:00+00:00,72.15,19.35,0.2,180.0,180.0,5,synthetic
419000105,OFFSHORE TENDER 3,Offshore,2026-09-06T18:00:00+00:00,72.15,19.35,0.2,180.0,180.0,5,synthetic
419000105,OFFSHORE TENDER 3,Offshore,2026-09-06T16:00:00+00:00,72.15,19.35,0.2,180.0,180.0,5,synthetic
419000105,OFFSHORE TENDER 3,Offshore,2026-09-06T14:00:00+00:00,72.15,19.35,0.2,180.0,180.0,5,synthetic
419000105,OFFSHORE TENDER 3,Offshore,2026-09-06T12:00:00+00:00,72.15,19.35,0.2,180.0,180.0,5,synthetic
